UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10007161,Teesside University,England,North East,Full-time,Non-atypical,Academic,Academic,2017/18,615
10007161,Teesside University,England,North East,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,655
10007161,Teesside University,England,North East,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007161,Teesside University,England,North East,Part-time,Non-atypical,Academic,Academic,2017/18,95
10007161,Teesside University,England,North East,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,385
10007161,Teesside University,England,North East,Part-time,Academic atypical,Academic,Academic,2017/18,180
10007161,Teesside University,England,North East,Full-time,Non-atypical,Academic,Academic,2018/19,625
10007161,Teesside University,England,North East,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,655
10007161,Teesside University,England,North East,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007161,Teesside University,England,North East,Part-time,Non-atypical,Academic,Academic,2018/19,95
10007161,Teesside University,England,North East,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,405
10007161,Teesside University,England,North East,Part-time,Academic atypical,Academic,Academic,2018/19,205
10007161,Teesside University,England,North East,Full-time,Non-atypical,Academic,Academic,2019/20,645
10007161,Teesside University,England,North East,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,740
10007161,Teesside University,England,North East,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007161,Teesside University,England,North East,Part-time,Non-atypical,Academic,Academic,2019/20,100
10007161,Teesside University,England,North East,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,385
10007161,Teesside University,England,North East,Part-time,Academic atypical,Academic,Academic,2019/20,190
10007161,Teesside University,England,North East,Full-time,Non-atypical,Academic,Academic,2020/21,720
10007161,Teesside University,England,North East,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,670
10007161,Teesside University,England,North East,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007161,Teesside University,England,North East,Part-time,Non-atypical,Academic,Academic,2020/21,105
10007161,Teesside University,England,North East,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,330
10007161,Teesside University,England,North East,Part-time,Academic atypical,Academic,Academic,2020/21,265
10082743,ThinkSpace Education Limited,England,South East,Full-time,Non-atypical,Academic,Academic,2020/21,5
10082743,ThinkSpace Education Limited,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10082743,ThinkSpace Education Limited,England,South East,Full-time,Academic atypical,Academic,Academic,2020/21,0
10082743,ThinkSpace Education Limited,England,South East,Part-time,Non-atypical,Academic,Academic,2020/21,0
10082743,ThinkSpace Education Limited,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10082743,ThinkSpace Education Limited,England,South East,Part-time,Academic atypical,Academic,Academic,2020/21,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,30
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,115
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,295
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,55
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,30
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,120
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,310
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,60
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,30
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,120
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,335
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,55
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,35
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,135
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,370
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,50
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,30
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,125
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,395
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,65
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,0
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,30
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,390
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10008017,Trinity Laban Conservatoire of Music and Dance*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,35
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,395
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10008017,Trinity Laban Conservatoire of Music and Dance,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2014/15,280
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,435
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2014/15,420
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,425
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2014/15,50
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2015/16,320
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,455
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2015/16,330
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,395
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2015/16,30
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2016/17,355
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,455
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2016/17,390
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,385
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2016/17,75
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2017/18,335
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,440
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2017/18,415
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,310
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2017/18,120
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2018/19,325
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,480
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2018/19,430
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,285
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2018/19,150
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2019/20,285
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,400
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2019/20,25
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2019/20,445
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,245
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2019/20,150
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2020/21,310
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,420
10007858,University of Wales Trinity Saint David,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2020/21,30
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2020/21,390
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,195
10007858,University of Wales Trinity Saint David,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2020/21,210
10067648,University Academy 92 Limited,England,North West,Full-time,Non-atypical,Academic,Academic,2020/21,10
10067648,University Academy 92 Limited,England,North West,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10067648,University Academy 92 Limited,England,North West,Full-time,Academic atypical,Academic,Academic,2020/21,0
10067648,University Academy 92 Limited,England,North West,Part-time,Non-atypical,Academic,Academic,2020/21,0
10067648,University Academy 92 Limited,England,North West,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10067648,University Academy 92 Limited,England,North West,Part-time,Academic atypical,Academic,Academic,2020/21,10
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2014/15,30
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,145
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2014/15,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,40
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2014/15,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2015/16,35
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,145
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2015/16,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,45
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2015/16,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2016/17,35
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,140
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2016/17,10
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,45
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2016/17,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2017/18,60
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,160
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2017/18,15
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,50
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2017/18,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2018/19,70
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,180
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2018/19,20
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,55
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2018/19,10
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2019/20,75
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,175
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2019/20,30
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,55
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2019/20,5
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Academic,Academic,2020/21,70
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,170
10007114,University of the Highlands and Islands,Scotland,Scotland,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Academic,Academic,2020/21,30
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,65
10007114,University of the Highlands and Islands,Scotland,Scotland,Part-time,Academic atypical,Academic,Academic,2020/21,5
10007807,University of Ulster,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2014/15,1210
10007807,University of Ulster,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,760
10007807,University of Ulster,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007807,University of Ulster,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2014/15,460
10007807,University of Ulster,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,355
10007807,University of Ulster,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2014/15,665
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2015/16,1025
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,910
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2015/16,255
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,375
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2015/16,640
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2016/17,930
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,840
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2016/17,330
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,265
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2016/17,285
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2017/18,940
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,870
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2017/18,320
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,280
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2017/18,690
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2018/19,975
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,980
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2018/19,325
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,330
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2018/19,760
10007807,Ulster University*,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2019/20,1035
10007807,Ulster University*,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007807,Ulster University*,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007807,Ulster University*,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2019/20,310
10007807,Ulster University*,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007807,Ulster University*,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2019/20,860
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Academic,Academic,2020/21,1070
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007807,Ulster University,Northern Ireland,Northern Ireland,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Academic,Academic,2020/21,370
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10007807,Ulster University,Northern Ireland,Northern Ireland,Part-time,Academic atypical,Academic,Academic,2020/21,605
10039956,The University of Law*,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,195
10039956,The University of Law*,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10039956,The University of Law*,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,0
10039956,The University of Law*,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,135
10039956,The University of Law*,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10039956,The University of Law*,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,155
10039956,The University of Law,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,215
10039956,The University of Law,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10039956,The University of Law,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10039956,The University of Law,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,175
10039956,The University of Law,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10039956,The University of Law,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,385
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,5075
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,3655
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,1525
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,820
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,2710
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,5435
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,4050
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,1785
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,945
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,2555
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,5575
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,4065
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2016/17,1840
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,955
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2016/17,3085
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2017/18,5700
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,4235
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2017/18,1975
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,990
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2017/18,3120
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2018/19,5845
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,4385
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2018/19,1855
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,990
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2018/19,2700
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2019/20,6035
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,4390
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2019/20,5
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2019/20,1930
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,1000
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2019/20,2590
10007784,University College London,England,London,Full-time,Non-atypical,Academic,Academic,2020/21,6270
10007784,University College London,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,4855
10007784,University College London,England,London,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007784,University College London,England,London,Part-time,Non-atypical,Academic,Academic,2020/21,2835
10007784,University College London,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,1000
10007784,University College London,England,London,Part-time,Academic atypical,Academic,Academic,2020/21,1515
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2014/15,695
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,1030
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2014/15,1205
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,520
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2014/15,10
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2015/16,695
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,905
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2015/16,1110
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,530
10007793,University of South Wales,Wales,Wales,Part-time,Academic atypical,Academic,Academic,2015/16,15
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Academic,Academic,2016/17,825
10007793,University of South Wales,Wales,Wales,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,780
10007793,University of South Wales,Wales,Wales,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007793,University of South Wales,Wales,Wales,Part-time,Non-atypical,Academic,Academic,2016/17,985
